Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Gross internal site floor area (m²),Occupied floor area (m²),NHS estate Occupied Floor Area (%),Site Heated Volume (m³),Site footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable - Occupied floor area (%),Not functionally suitable - Patient occupied floor area (%),Un-utilised Space (%),Available beds (No.),Occupied beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age Profile - 2005 to present (%),Age Profile - 1995 to 2004 (%),Age Profile - 1985 to 1994 (%),Age Profile - 1975 to 1984 (%),Age Profile - 1965 to 1974 (%),Age Profile - 1955 to 1964 (%),Age Profile - 1948 to 1954 (%),Age Profile - pre 1948 (%),Age Profile - Total (must equal 100%) (%),Cost to eradicate High Risk Backlog (£),Cost to eradicate Significant Risk Backlog (£),Cost to eradicate Moderate Risk Backlog (£),Cost to eradicate Low Risk Backlog (£),Risk Adjusted Backlog Cost (£),Number of CHP units operated on the site (No.),Total full load rating of the electrical generator plant (kW),Total fossil energy input to the CHP system/s (kWh),Total thermal energy output of the CHP system/s (kWh),Total electrical energy output of the CHP system/s (kWh),Total exported electricity for the site (kWh),Total exported thermal energy for the site (kWh),Electricity Consumed - Utility (kWh),Gas Consumed - Utility (kWh),Oil Consumed - Utility (kWh),Coal Consumed - Utility (kWh),Electricity Consumed - Local (kWh),Steam Consumed - Local (kWh),Hot Water Consumed - Local (kWh),Electricity Consumed - Renewable (kWh),Non-fossil fuel Consumed - Renewable (kWh),"Total Energy Cost (all energy supplies, utility, local & renewable) (£)",Water volume (including Borehole) (m³),Water and Sewage Cost (£),Total Waste Cost (£),High Temperature Disposal Waste Weight (Tonnes),Non Burn Treatment (Alternative Treatment Plant) Disposal Waste Weight (Tonnes),Landfill Disposal Waste Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Weight (Tonnes),Preparing for re-use volume (Tonnes),Other recovery volume (Tonnes),Waste recycling volume (Tonnes),"Waste recycling, recovery and preparing for re-use cost (£)",Patient/Visitor concession scheme provided (Yes/No),Total parking spaces available (No.),Designated parking spaces available for patients/visitors (No.),Designated disabled parking spaces (No.),Designated parking spaces available for staff (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for Staff parking (£),Do you charge for disabled parking (Yes/No/None),Cost of feeding one in-patient per day (patient meal day) (£),Ward food waste - unserved meals (%),Total in-patient main meals requested (No.),Gross cost of in-patient services (£)
RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,COMMUNITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,5439.00,4882.00,100.00,12198.00,1231.00,1.00,1453.00,623.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.50,15.00,8.50,30.00,7.00,0.00,0.00,13.00,100.00,8235.00,96240.00,125291.00,43865.00,149260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,255561.00,537056.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60277.00,3963.00,3031.00,21501.00,0.72,15.00,24.50,0.00,0.00,0.00,31.00,4846.00,No,114.00,72.00,7.00,42.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY922,TEDDINGTON MEMORIAL HOSPITAL,COMMUNITY HOSPITAL,4681.00,4681.00,100.00,12121.00,3075.00,0.98,3838.00,843.00,5.00,5.00,5.00,50.00,50.00,13.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,60.00,100.00,0.00,6570.00,0.00,7276.00,6714.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,404276.00,1199490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83507.00,11005.00,20361.00,17175.00,0.06,23.50,39.86,1.00,0.00,0.00,18.00,11.00,No,32.00,32.00,2.00,0.00,0.00,0.00,No,5.52,8.00,54600.00,162154.00
RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,AMBULANCE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,42602.00,42602.00,50.00,102760.00,39829.00,19.02,Not Applicable,42572.00,6.00,Not Applicable,1.50,Not Applicable,Not Applicable,Not Applicable,Not Applicable,66.50,6.00,3.50,3.50,9.50,7.50,3.50,0.00,100.00,0.00,770170.00,435570.00,42900.00,89188.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4938835.00,6257980.00,615100.00,0.00,0.00,0.00,0.00,0.00,0.00,1035091.00,65210.00,130421.00,300000.00,50.00,70.00,250.00,5.00,0.00,0.00,5.00,28322.00,Not Applicable,1137.00,0.00,15.00,1122.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,AMBULANCE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,51422.00,51422.00,57.60,122473.00,46690.00,20.12,Not Applicable,51422.00,20.00,Not Applicable,7.50,Not Applicable,Not Applicable,Not Applicable,Not Applicable,6.44,8.13,25.66,20.17,16.41,19.09,3.29,0.81,100.00,261810.00,120331.00,1183353.00,553354.00,509674.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6970041.00,9202483.00,547977.00,0.00,196924.00,0.00,0.00,0.00,0.00,1053831.00,37675.00,111720.00,283115.00,95.00,0.00,91.96,7.26,1.25,0.00,291.61,158381.00,Not Applicable,1504.00,0.00,38.00,1504.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,AMBULANCE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,42837.00,42000.00,100.00,108720.00,30457.00,11.90,Not Applicable,42000.00,0.00,Not Applicable,5.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,29.00,6.00,10.00,5.00,28.00,13.00,5.00,4.00,100.00,414230.00,3513552.00,651688.00,585856.00,414230.00,1.00,15.00,296380.00,160352.00,82835.00,0.00,0.00,4820187.00,4352106.00,178050.00,0.00,0.00,0.00,0.00,0.00,0.00,873365.00,22752.00,76884.00,357357.00,85.64,0.00,168.00,4.00,64.00,10.00,100.00,4444.00,Not Applicable,350.00,10.00,10.00,340.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,AMBULANCE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,39230.00,34760.00,89.00,85600.00,23687.00,12.00,Not Applicable,34760.00,17.40,Not Applicable,11.80,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4.80,9.50,19.00,14.30,23.80,19.00,4.80,4.80,100.00,0.00,150000.00,1317000.00,3225750.00,1400000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4053116.00,1059167.00,145.00,0.00,51473.00,0.00,0.00,0.00,0.00,750178.00,102936.00,34049.00,196489.00,27.00,0.00,2.00,0.00,0.00,0.00,0.00,3073.00,Not Applicable,872.00,0.00,10.00,872.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST STRATEGIC HEALTH AUTHORITY,AMBULANCE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,53546.00,52022.00,76.30,132033.00,25421.00,16.33,Not Applicable,51404.00,14.26,Not Applicable,5.75,Not Applicable,Not Applicable,Not Applicable,Not Applicable,7.40,13.45,19.42,15.26,29.08,11.30,0.23,3.86,100.00,332519.00,737935.00,170701.00,206969.00,1098607.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4101471.00,7396320.00,2222.00,0.00,410624.00,0.00,0.00,0.00,0.00,973203.00,67081.00,116938.00,179824.00,66.24,0.00,437.95,0.00,0.00,0.00,29.37,14320.00,Not Applicable,1387.00,193.00,20.00,1174.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,59219.00,49268.00,86.75,157252.00,38990.00,12.08,38329.00,19632.00,31.28,0.00,6.31,74.00,56.00,13.00,56.00,38.74,12.14,11.56,1.65,13.79,4.70,1.53,15.89,100.00,7000.00,698403.00,796557.00,329332.00,886823.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5164449.00,8618017.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,958456.00,9561.00,42643.00,75100.00,24.09,0.00,6.98,4.00,0.40,0.00,88.79,38936.00,No,1483.00,379.00,103.00,651.00,0.00,0.00,No,9.45,0.00,145635.00,329314.00
RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RYG12,THE MANOR HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,5666.00,5190.00,100.00,15297.00,3589.00,1.29,3582.00,2084.00,15.52,23.00,16.59,24.00,17.00,0.00,24.00,0.00,55.05,18.90,0.00,0.00,0.00,0.00,26.05,100.00,0.00,3473.00,59115.00,19401.00,18595.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,420566.00,1352837.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87929.00,2334.00,11889.00,27844.00,7.14,0.00,2.63,0.00,0.00,0.00,25.52,10510.00,No,159.00,0.00,5.00,0.00,0.00,0.00,No,11.81,0.00,19710.00,43586.00
RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RYG51,"HAWKESBURY LODGE, LONGFORD",NON-HOSPITAL (PATIENT),985.00,985.00,100.00,2529.00,663.00,0.49,985.00,0.00,14.92,14.90,10.00,15.00,6.00,18.00,2.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,800.00,2996.00,2496.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,156955.00,97916.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22183.00,0.00,0.00,1585.00,0.00,0.00,10.46,0.00,0.00,0.00,4.46,832.00,No,14.00,0.00,2.00,0.00,0.00,0.00,No,11.81,6.10,16425.00,36321.00
RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RYG58,"THE CALUDON CENTRE, COVENTRY",SHORT TERM NON-ACUTE HOSPITAL,14119.00,14119.00,100.00,38121.00,8361.00,3.90,13400.00,719.00,0.00,0.00,25.50,78.00,75.00,132.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,3000.00,11600.00,117460.00,107700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1863474.00,4837078.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,193888.00,19174.00,0.00,40328.00,10.75,0.00,7.02,0.00,0.00,0.00,71.12,32281.00,No,153.00,0.00,8.00,0.00,0.00,0.00,No,11.81,8.00,123735.00,322050.00
RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RYG79,ST MICHAEL'S HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,5874.00,5874.00,100.00,15566.00,3373.00,1.70,4134.00,1740.00,12.06,17.80,16.56,63.00,62.00,3.00,61.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,10000.00,1614.00,161950.00,19082.00,25050.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,497760.00,1319743.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105535.00,9189.00,21585.00,10502.00,2.64,0.00,24.57,0.00,0.00,0.00,41.89,6494.00,No,87.00,0.00,5.00,0.00,0.00,0.00,No,11.81,1.10,74460.00,164657.00
RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RYG81,"WOODLOES HOUSE, WARWICK",LONG STAY HOSPITAL,1408.00,1408.00,100.00,3803.00,1144.00,0.30,1026.00,382.00,10.00,10.00,34.73,15.00,12.00,0.00,25.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,12770.00,1280.00,780.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130341.00,133895.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13702.00,894.00,1425.00,5976.00,6.57,0.00,1.02,0.00,0.00,0.00,9.18,1880.00,No,14.00,0.00,4.00,0.00,0.00,0.00,No,11.81,0.00,20530.00,33900.00
RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RYG87,"STRATFORD BUILDING 2, LOXLEY BUILDING",NON-HOSPITAL (PATIENT),2759.00,2759.00,100.00,7449.00,780.00,0.50,2600.00,159.00,25.00,25.00,35.00,13.00,10.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,4000.00,5200.00,4437.00,6965.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,203513.00,188291.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3673.00,0.00,6012.00,5.15,0.00,0.75,0.00,0.00,0.00,7.02,2671.00,No,39.00,0.00,0.00,0.00,0.00,0.00,No,11.81,0.00,11497.00,33900.00
RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RYG92,"ASPEN CENTRE, WARWICK",TREATMENT CENTRE,967.00,967.00,100.00,2555.00,803.00,0.26,763.00,204.00,0.00,0.00,0.00,15.00,13.00,4.00,11.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,2570.00,4084.00,3084.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82429.00,209929.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14644.00,1420.00,2618.00,1473.00,0.78,0.00,0.00,0.00,0.00,0.00,0.06,156.00,No,24.00,0.00,4.00,0.00,0.00,0.00,No,11.81,0.00,16380.00,36321.00
RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RYG96,BROOKLANDS HOSPITAL,MULTI-SERVICE HOSPITAL,10208.00,9967.00,100.00,27274.00,9967.00,6.45,7957.00,2251.00,24.35,27.90,23.10,95.00,89.00,27.00,63.00,4.24,0.40,41.65,45.53,0.00,0.00,0.00,8.18,100.00,0.00,5600.00,213925.00,60354.00,45324.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1016955.00,2031939.00,8013.00,0.00,0.00,0.00,0.00,0.00,0.00,258094.00,19961.00,57790.00,106399.00,9.56,0.00,1027.69,0.00,0.00,0.00,99.93,15755.00,No,192.00,0.00,9.00,0.00,0.00,0.00,No,11.81,0.00,93756.00,227614.00
RYH,NHS DIRECT NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,AMBULANCE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,21312.00,20456.00,9.00,58209.00,13760.00,4.55,Not Applicable,20456.00,18.00,Not Applicable,4.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,24.00,46.00,12.00,6.00,0.00,0.00,12.00,100.00,0.00,0.00,65680.00,319408.00,6553.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6926309.00,2393281.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,969199.00,18561.00,93762.00,59263.00,0.00,0.00,176.00,2.00,0.50,0.00,97.50,22447.00,Not Applicable,890.00,0.00,49.00,890.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RYJ01,ST MARY'S HOSPITAL,GENERAL ACUTE HOSPITAL,86473.00,85315.00,98.83,254265.00,15580.00,3.40,35414.00,51737.00,39.51,20.00,1.53,307.00,281.00,63.00,85.00,0.00,0.00,0.00,44.23,0.00,5.22,1.99,48.56,100.00,3222494.00,6343708.00,28902623.00,28540038.00,12459317.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11554848.00,25586923.00,178186.00,0.00,0.00,0.00,0.00,3851616.00,0.00,2251518.00,74584.00,137942.00,316469.00,90.44,362.66,45.72,4.05,0.00,759.24,195.73,82823.00,Yes,175.00,0.00,1.00,174.00,0.00,2.00,No,6.24,5.00,389220.00,1144845.00
RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RYJ02,CHARING CROSS HOSPITAL,GENERAL ACUTE HOSPITAL,117430.00,115344.00,100.00,333240.00,18302.00,5.40,45034.00,52427.00,3.90,2.00,8.21,446.00,417.00,97.00,48.00,2.58,0.22,3.44,11.55,82.21,0.00,0.00,0.00,100.00,562123.00,8764432.00,24844752.00,18621069.00,11504939.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12883443.00,39884538.00,227942.00,0.00,0.00,0.00,0.00,7537154.00,0.00,2893010.00,207308.00,292116.00,328659.00,98.77,325.46,27.22,4.89,0.00,735.00,303.29,82107.00,Yes,436.00,99.00,27.00,310.00,2.00,0.18,No,7.23,3.10,359448.00,2297276.00
RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RYJ03,HAMMERSMITH HOSPITAL,GENERAL ACUTE HOSPITAL,77952.00,77286.00,97.66,225673.00,23278.00,5.78,33069.00,38982.00,7.28,4.00,12.00,366.00,338.00,102.00,36.00,1.75,15.07,33.57,1.50,6.89,3.00,0.10,38.12,100.00,30137.00,1914663.00,8761590.00,11388304.00,2969650.00,2.00,2054.00,21024130.00,7915000.00,6401676.00,6401676.00,0.00,11694504.00,24383705.00,148018.00,0.00,0.00,0.00,0.00,3898168.00,0.00,2684457.00,150469.00,111778.00,189321.00,20.11,102.93,14.10,2.91,0.00,357.20,174.22,53760.00,Yes,518.00,70.00,13.00,382.00,2.00,0.18,No,8.37,3.00,294793.00,1871122.00
RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RYJ04,QUEEN CHARLOTTE'S HOSPITAL,GENERAL ACUTE HOSPITAL,8035.00,8035.00,100.00,23508.00,2113.00,0.47,6428.00,803.00,8.54,4.00,4.00,135.00,107.00,27.00,4.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,1568.00,68369.00,162454.00,10801.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1359256.00,1027957.00,37005.00,0.00,0.00,0.00,0.00,453085.00,0.00,213742.00,14646.00,10880.00,28289.00,3.00,15.38,2.11,0.43,0.00,53.37,26.03,8033.00,Yes,84.00,12.00,4.00,0.00,2.00,0.18,No,8.37,3.00,68791.00,436748.00
RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RYJ07,WESTERN EYE HOSPITAL,SPECIALIST HOSPITAL,4601.00,4601.00,100.00,11601.00,1676.00,0.25,1610.00,2439.00,21.40,21.40,0.72,8.00,3.00,5.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,530275.00,3475266.00,2018468.00,922685.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1359256.00,1027957.00,37005.00,0.00,0.00,0.00,0.00,453085.00,0.00,213742.00,3816.00,7057.00,14595.00,1.11,9.38,2.02,0.00,0.00,38.60,30.82,4323.00,Yes,10.00,0.00,0.00,10.00,0.00,0.18,None,6.24,4.00,780.00,2294.00
RYK,DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,8717.00,7811.00,89.90,18561.00,13122.00,2.35,4568.00,831.00,17.83,13.89,18.95,0.00,0.00,0.00,0.00,8.63,4.94,7.09,2.50,52.38,8.32,0.00,16.14,100.00,0.00,750.00,36375.00,31750.00,5746.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,379146.00,725050.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79396.00,1821.00,9822.00,13078.00,0.39,0.68,11.17,0.03,0.00,0.00,54.56,6970.00,No,481.00,398.00,21.00,62.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RYK,DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RYK01,BLOXWICH HOSPITAL (MENTAL ILLNESS),SHORT TERM NON-ACUTE HOSPITAL,2979.00,2978.00,100.00,7150.00,1642.00,0.65,1578.00,1401.00,11.50,10.07,16.78,40.00,29.00,2.00,6.00,0.00,0.00,71.72,0.00,0.00,0.00,0.00,28.28,100.00,0.00,0.00,450.00,300.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,233688.00,673389.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57106.00,1819.00,6889.00,3204.00,0.08,7.95,9.98,0.60,0.00,0.00,19.42,2723.00,No,47.00,11.00,3.00,33.00,0.00,0.00,No,10.79,24.00,33319.00,122427.00
RYK,DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RYK10,DOROTHY PATTISON HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,6479.00,6479.00,100.00,15549.00,4193.00,3.12,3700.00,2779.00,5.32,10.03,15.74,45.00,40.00,0.00,42.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,111000.00,4150.00,0.00,111101.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,622805.00,1936192.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,153595.00,3552.00,7249.00,7288.00,0.33,1.04,13.92,1.50,0.00,0.00,67.98,11740.00,No,159.00,40.00,6.00,113.00,0.00,0.00,No,15.80,20.00,60225.00,293794.00
RYK,DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RYK34,BUSHEY FIELDS HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,9468.00,9112.00,98.72,22723.00,9328.00,4.15,6165.00,3182.00,2.96,3.17,18.42,99.00,72.00,2.00,97.00,2.33,9.42,88.25,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,6750.00,64300.00,2653.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2544339.00,0.00,0.00,930910.00,0.00,0.00,0.00,0.00,245600.00,12052.00,23891.00,9807.00,0.73,9.04,13.29,1.30,0.00,0.00,64.74,11834.00,No,118.00,118.00,7.00,0.00,0.00,0.00,No,12.95,20.00,82125.00,381605.00
RYQ,SOUTH LONDON HEALTHCARE NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,11008.00,11008.00,100.00,29095.00,12422.00,1.25,8453.00,2555.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,22.22,0.00,11.11,33.34,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,727221.00,499606.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,267264.00,3588.00,31838.00,7504.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Yes,66.00,0.00,2.00,66.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RYQ,SOUTH LONDON HEALTHCARE NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RYQ10,"QUEEN MARY'S HOSPITAL, SIDCUP",GENERAL ACUTE HOSPITAL,42270.00,32224.00,76.83,107759.00,23738.00,38.00,14160.00,18064.00,0.00,0.00,33.17,92.00,72.00,31.00,0.00,2.71,14.59,2.92,69.08,0.00,10.70,0.00,0.00,100.00,92018.00,251931.00,1703163.00,3263064.00,509490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6287722.00,921769.00,0.00,0.00,0.00,0.00,12381.00,0.00,0.00,646905.00,46166.00,87134.00,68347.00,78.87,37.67,30.76,2.86,0.00,166.16,76.25,1140.00,Yes,779.00,414.00,49.00,365.00,1.50,3.78,No,13.57,2.10,53030.00,176628.00
RYQ,SOUTH LONDON HEALTHCARE NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RYQ30,PRINCESS ROYAL UNIVERSITY HOSPITAL,GENERAL ACUTE HOSPITAL,46652.00,41210.00,88.39,131522.00,16046.00,6.65,23062.00,18361.00,0.00,0.00,0.00,515.00,454.00,140.00,0.00,0.00,99.03,0.00,0.00,0.97,0.00,0.00,0.00,100.00,179000.00,50000.00,165000.00,285000.00,244000.00,1.00,1021.00,0.00,0.00,529249.00,0.00,0.00,11843165.00,1211192.00,0.00,0.00,0.00,0.00,13228574.00,0.00,0.00,1483304.00,76320.00,144568.00,310946.00,75.10,333.43,48.59,1.88,0.00,571.07,17.67,262.00,Yes,661.00,357.00,31.00,326.00,1.50,3.78,No,8.56,4.40,183358.00,1358449.00
RYQ,SOUTH LONDON HEALTHCARE NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RYQ32,ORPINGTON HOSPITAL,GENERAL ACUTE HOSPITAL,11924.00,7587.00,65.00,29494.00,5911.00,2.30,4040.00,3547.00,0.00,0.00,33.00,40.00,37.00,3.00,14.00,0.00,16.00,1.00,83.00,0.00,0.00,0.00,0.00,100.00,35000.00,121000.00,3000.00,0.00,159000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1146105.00,2694577.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,195483.00,0.00,2922.00,10431.00,15.64,0.00,70.00,0.87,65.80,0.00,4.20,63.00,Yes,164.00,90.00,9.00,74.00,1.50,3.78,No,2.55,5.00,7320.00,18656.00
