Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Gross internal site floor area (m²),Occupied floor area (m²),NHS estate Occupied Floor Area (%),Site Heated Volume (m³),Site footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable (%),Un-utilised Space (%),Available beds (No.),Occupied beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age Profile - 2005 to present (%),Age Profile - 1995 to 2004 (%),Age Profile - 1985 to 1994 (%),Age Profile - 1975 to 1984 (%),Age Profile - 1965 to 1974 (%),Age Profile - 1955 to 1964 (%),Age Profile - 1948 to 1954 (%),Age Profile - pre 1948 (%),Age Profile - Total (must equal 100%) (%),Cost to eradicate High Risk Backlog (£),Cost to eradicate Significant Risk Backlog (£),Cost to eradicate Moderate Risk Backlog (£),Cost to eradicate Low Risk Backlog (£),Risk Adjusted Backlog Cost (£),Number of CHP units operated on the site (No.),Total full load rating of the electrical generator plant (kW),Total fossil energy input to the CHP system/s (kWh),Total thermal energy output of the CHP system/s (kWh),Total electrical energy output of the CHP system/s (kWh),Total exported electricity for the site (kWh),Total exported thermal energy for the site (kWh),Electricity Consumed - Utility (kWh),Gas Consumed - Utility (kWh),Oil Consumed - Utility (kWh),Coal Consumed - Utility (kWh),Electricity Consumed - Local (kWh),Steam Consumed - Local (kWh),Hot Water Consumed - Local (kWh),Electricity Consumed - Renewable (kWh),Non-fossil fuel Consumed - Renewable (kWh),"Total Energy Cost (all energy supplies, utility, local & renewable) (£)",Water volume (including Borehole) (m³),Water and Sewage Cost (£),High Temperature Disposal Waste Weight (Tonnes),High Temperature Disposal Waste Cost (£),Total Waste Cost (£),Non Burn Treatment (Alternative Treatment Plant) Disposal Waste Weight (Tonnes),Landfill Disposal Waste Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Cost (£),Waste recovery/recycling volume (Tonnes),Waste recovery/recycling cost (£),Visitor/Staff concession scheme provided (Yes/No),Total parking spaces available (No.),Average fee charged per hour for patient/visitor parking (£),Designated disabled parking spaces (No.),Designated parking spaces available for patients/visitors (No.),Average fee charged per hour for Staff parking (£),Designated parking spaces available for staff (No.)
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY438,DANESTRETE HEALTH CENTRE,TREATMENT CENTRE,1177.00,1177.00,100.00,3726.00,827.00,0.19,636.00,418.00,2.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,0.00,34000.00,34000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63176.00,425473.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17551.00,322.00,573.00,3.95,1764.00,2356.00,0.00,1.68,0.00,0.00,1.26,219.00,None,14.00,0.00,2.00,0.00,0.00,6.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY439,SOUTHGATE HEATLH CENTRE,TREATMENT CENTRE,714.00,714.00,100.00,2143.00,396.00,0.09,127.00,143.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,74950.00,0.00,74950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28958.00,139384.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6797.00,646.00,1072.00,2.06,926.00,1518.00,0.00,1.68,0.00,0.00,1.26,219.00,None,50.00,0.00,1.00,50.00,0.00,50.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY441,STANMORE ROAD,TREATMENT CENTRE,1017.00,1017.00,100.00,3051.00,227.00,0.07,306.00,383.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,10690.00,10690.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80721.00,211706.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13473.00,359.00,690.00,3.63,1952.00,3306.00,0.00,1.13,0.00,0.00,2.66,964.00,None,22.00,0.00,2.00,22.00,0.00,22.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY442,WALTHAM CROSS,TREATMENT CENTRE,709.00,709.00,100.00,2129.00,471.00,0.28,249.00,326.00,18.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,60950.00,0.00,0.00,0.00,60950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34898.00,242201.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10482.00,327.00,581.00,0.88,2135.00,2774.00,0.00,1.40,0.00,0.00,1.26,203.00,None,5.00,0.00,0.00,5.00,0.00,5.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY448,HOWARD COURT,SUPPORT FACILITY,799.00,799.00,100.00,2397.00,799.00,0.33,0.00,799.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,27750.00,27750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76656.00,147117.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16998.00,354.00,623.00,0.00,0.00,654.00,0.00,2.18,0.00,0.00,1.58,222.00,None,17.00,0.00,0.00,0.00,0.00,17.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY449,PARKWAY HEALTH CENTRE,TREATMENT CENTRE,603.00,603.00,100.00,1810.00,404.00,0.17,200.00,331.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,57700.00,0.00,57700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32688.00,127126.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7056.00,268.00,1012.00,1.80,3044.00,4372.00,0.00,1.76,0.00,0.00,1.30,414.00,No,20.00,0.00,0.00,20.00,0.00,20.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY453,JACKETTS FIELD,NON-HOSPITAL (PATIENT),781.00,781.00,100.00,2343.00,781.00,0.33,495.00,164.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,0.00,153800.00,153800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34171.00,167252.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7987.00,297.00,595.00,0.33,118.00,951.00,0.00,2.65,0.00,0.00,0.00,0.00,No,18.00,0.00,3.00,18.00,0.00,18.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY456,BUSHEY HEALTH CENTRE,TREATMENT CENTRE,1290.00,1290.00,100.00,3870.00,928.00,0.44,177.00,186.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,2443.00,2443.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111461.00,345167.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19539.00,564.00,1090.00,3.40,1189.00,3049.00,0.00,7.12,0.00,0.00,0.00,0.00,None,20.00,0.00,2.00,20.00,0.00,20.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY459,HARPENDEN MEMORIAL HOSPITAL,COMMUNITY HOSPITAL,2256.00,2256.00,100.00,6768.00,1666.00,0.76,1127.00,808.00,6.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,52.00,100.00,215850.00,0.00,0.00,0.00,215850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167558.00,574097.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33048.00,903.00,1612.00,5.12,2476.00,4621.00,0.00,5.30,0.00,0.00,0.00,0.00,None,36.00,0.00,6.00,36.00,0.00,36.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY470,OXHEY DRIVE HEALTH CENTRE,TREATMENT CENTRE,580.00,580.00,100.00,1741.00,580.00,0.13,240.00,136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,33950.00,33950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33835.00,85805.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6153.00,228.00,489.00,2.55,1843.00,2632.00,0.00,1.82,0.00,0.00,1.04,192.00,No,22.00,0.00,2.00,22.00,0.00,22.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY471,PRINCIPLE HEALTH CENTRE,TREATMENT CENTRE,760.00,760.00,100.00,2281.00,401.00,0.13,391.00,251.00,9.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,56500.00,0.00,56500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67034.00,138384.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20682.00,1532.00,2436.00,2.53,1578.00,4157.00,0.00,5.30,0.00,0.00,0.00,0.00,No,16.00,0.00,0.00,16.00,0.00,16.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY474,ST ALBANS CHILDRENS CENTRE,TREATMENT CENTRE,1542.00,1542.00,45.00,4627.00,920.00,0.39,931.00,418.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,36800.00,36800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172470.00,290551.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26974.00,1399.00,2594.00,0.00,0.00,6399.00,0.00,15.91,0.00,0.00,0.00,0.00,None,47.00,0.00,4.00,47.00,0.00,47.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY477,AVENUE CLINIC,TREATMENT CENTRE,665.00,665.00,100.00,1995.00,355.00,0.11,143.00,381.00,2.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,26650.00,26650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50645.00,232756.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9955.00,271.00,554.00,2.17,921.00,2041.00,0.00,4.47,0.00,0.00,0.00,0.00,None,10.00,0.00,1.00,10.00,0.00,10.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY479,PEACE CHILDRENS CENTRE,TREATMENT CENTRE,1725.00,1725.00,100.00,5176.00,582.00,0.45,784.00,698.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,155300.00,155300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,193020.00,308730.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28166.00,2000.00,7131.00,2.16,3462.00,5450.00,0.00,13.26,0.00,0.00,0.00,0.00,No,90.00,0.00,6.00,90.00,0.00,90.00
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,22235.00,22147.00,99.60,58046.00,18481.00,11.23,10697.00,11673.00,13.00,2.00,0.00,0.00,0.00,0.00,18.00,11.00,10.00,15.00,21.00,7.00,0.00,18.00,100.00,4300.00,298600.00,384800.00,406800.00,329287.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1993188.00,3992138.00,159061.00,0.00,0.00,0.00,0.00,0.00,0.00,231863.00,8098.00,16285.00,12.73,14201.00,45088.00,0.00,0.00,4.00,1000.00,23.58,29887.00,No,1351.00,0.00,90.00,424.00,0.00,892.00
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY539,SKEGNESS HOSPITAL,COMMUNITY HOSPITAL,4110.00,4039.00,98.27,9818.00,3866.00,1.52,3255.00,784.00,4.62,0.88,39.00,33.00,1.00,5.00,0.00,29.98,27.98,6.42,0.00,0.00,0.00,35.62,100.00,28000.00,176000.00,234800.00,277000.00,221060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,368385.00,1387398.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106017.00,2455.00,14398.00,12.70,5582.00,9437.00,0.00,0.00,1.00,300.00,35.78,3554.00,No,84.00,1.00,6.00,26.00,0.00,58.00
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY567,THE JOHNSON COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,7453.00,7453.00,100.00,16519.00,5000.00,3.60,5145.00,2308.00,0.00,0.00,32.00,28.00,14.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,979684.00,1584783.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,168220.00,2205.00,11010.00,13.95,6037.00,10843.00,0.00,0.00,1.00,300.00,44.55,4506.00,No,207.00,0.00,7.00,141.00,0.00,59.00
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY568,JOHN COUPLAND COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,5856.00,5856.00,100.00,14640.00,4802.00,2.18,4054.00,1802.00,11.14,0.00,23.00,21.00,5.00,0.00,0.00,1.09,2.13,54.55,3.20,0.00,0.00,39.03,100.00,9400.00,356750.00,332440.00,164300.00,382708.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,629339.00,2242390.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,142308.00,4128.00,22917.00,11.95,5220.00,9164.00,0.00,0.00,1.00,300.00,19.00,3645.00,No,138.00,0.00,9.00,72.00,0.00,66.00
RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,COMMUNITY,AGGRE,AGGREGATE,AGGREGATE SITE,42361.00,38658.00,6.00,111409.00,11554.00,4.93,19166.00,19492.00,0.00,0.00,0.00,0.00,0.00,0.00,21.39,3.82,29.69,33.53,10.67,0.00,0.00,0.90,100.00,0.00,454974.00,542638.00,53874.00,484787.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3115046.00,3243061.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,516939.00,35598.00,91720.00,0.92,356.00,80244.00,103.11,132.60,0.00,0.00,4.10,1.00,No,1073.00,0.00,87.00,136.00,0.00,771.00
RY7,WIRRAL COMMUNITY NHS TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,COMMUNITY,AGGRE,AGGREGATE,AGGREGATE SITE,17439.00,16445.00,69.00,40109.00,11708.00,8.00,10574.00,5872.00,29.15,23.77,0.00,0.00,0.00,0.00,23.30,28.60,0.00,5.00,9.50,14.30,4.80,14.50,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1344274.00,3292337.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,241117.00,18914.00,78116.00,59.10,35487.00,64274.00,0.00,81.00,0.00,0.00,55.00,35.00,No,1010.00,0.00,55.00,572.00,0.00,830.00
RY7,WIRRAL COMMUNITY NHS TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY718,ST CATHERINE'S HOSPITAL,COMMUNITY HOSPITAL,6816.00,6816.00,100.00,15677.00,5757.00,3.06,5238.00,1578.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,97.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1676076.00,3857963.00,343.00,0.00,0.00,0.00,0.00,0.00,0.00,333476.00,10832.00,44737.00,2.50,1279.00,3866.00,0.00,44.00,5.00,2000.00,75.00,50.00,No,468.00,0.00,19.00,468.00,0.00,429.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,34656.00,23450.00,87.00,75220.00,18745.00,6.84,9785.00,13173.00,4.70,13.00,0.00,0.00,0.00,0.00,15.79,8.16,14.82,14.13,8.63,5.68,5.26,27.53,100.00,9188.00,153506.00,153169.00,39038.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1214618.00,4195774.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260026.00,12888.00,38415.00,95.87,62561.00,202058.00,0.00,656.04,13.90,0.00,362.72,30016.00,No,1103.00,0.00,74.00,872.00,0.00,804.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY87V,ST OSWALD'S HOSPITAL,COMMUNITY HOSPITAL,7144.00,6438.00,90.00,0.00,3164.00,1.22,3473.00,2565.00,0.00,0.00,22.00,13.00,10.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,817190.00,2328532.00,5918.00,0.00,0.00,0.00,0.00,0.00,0.00,138532.00,2337.00,5581.00,1.54,1050.00,8608.00,0.00,35.71,0.40,0.00,49.32,4100.00,No,87.00,0.00,8.00,87.00,0.00,87.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8AE,WHITWORTH HOSPITAL,COMMUNITY HOSPITAL,3040.00,3040.00,100.00,8367.00,2787.00,1.51,2446.00,594.00,0.00,0.00,26.00,21.00,11.00,4.00,0.00,1.00,47.00,0.00,9.00,0.00,0.00,43.00,100.00,1013.00,9113.00,14100.00,66225.00,15145.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,311156.00,1047529.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67182.00,3008.00,7141.00,2.91,1928.00,8289.00,0.00,33.98,0.40,0.00,1.70,251.00,No,78.00,0.00,6.00,75.00,0.00,78.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8AH,BUXTON HOSPITAL,COMMUNITY HOSPITAL,2176.00,2176.00,100.00,6264.00,1700.00,1.02,1349.00,670.00,44.00,1.20,22.00,20.00,1.00,0.00,0.00,1.00,27.00,0.00,1.00,0.00,0.00,71.00,100.00,0.00,45840.00,83175.00,0.00,52771.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,243249.00,1044481.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58988.00,2247.00,5368.00,4.51,2399.00,7382.00,0.00,26.18,0.30,0.00,0.20,40.00,No,40.00,0.00,2.00,40.00,0.00,40.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8AJ,WALTON HOSPITAL,COMMUNITY HOSPITAL,14581.00,13366.00,100.00,39600.00,14206.00,10.18,7932.00,5848.00,30.00,16.80,88.00,78.00,48.00,12.00,18.00,0.50,0.00,23.00,41.00,0.50,1.00,16.00,100.00,7688.00,204623.00,242025.00,8738.00,233207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,949378.00,4326678.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,223059.00,11555.00,36637.00,2.70,1806.00,24997.00,0.00,106.37,2.00,0.00,40.30,3718.00,No,262.00,0.00,11.00,262.00,0.00,262.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8AK,ASH GREEN,COMMUNITY HOSPITAL,3909.00,3909.00,100.00,10700.00,3569.00,1.56,2895.00,1014.00,0.00,0.00,21.00,9.00,0.00,17.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,28500.00,900.00,0.00,28533.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,361907.00,1028427.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72169.00,2949.00,8006.00,0.06,108.00,4168.00,0.00,18.96,0.60,0.00,7.80,763.00,No,119.00,0.00,4.00,119.00,0.00,119.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8DE,BABINGTON HOSPITAL,COMMUNITY HOSPITAL,9381.00,9222.00,100.00,26453.00,4966.00,2.60,2593.00,4995.00,62.00,5.70,35.00,22.00,8.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,98.00,100.00,3525.00,87600.00,172328.00,8269.00,97145.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,661932.00,1830894.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123723.00,5815.00,17583.00,1.54,1284.00,16515.00,0.00,56.18,2.00,0.00,82.60,5162.00,No,220.00,0.00,9.00,217.00,0.00,220.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8DF,HEANOR MEMORIAL HOSPITAL,COMMUNITY HOSPITAL,1414.00,1414.00,100.00,3458.00,1174.00,0.50,864.00,498.00,49.00,0.00,16.00,5.00,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,0.00,64.00,100.00,0.00,56850.00,18300.00,0.00,57765.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139397.00,428318.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29618.00,2970.00,8037.00,5.28,2200.00,4260.00,0.00,7.28,0.20,0.00,7.52,977.00,No,45.00,0.00,4.00,38.00,0.00,45.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8DG,RIPLEY HOSPITAL,COMMUNITY HOSPITAL,2767.00,2767.00,100.00,6242.00,2767.00,0.86,1720.00,624.00,0.00,5.00,20.00,17.00,12.00,0.00,28.00,0.00,43.00,0.00,0.00,0.00,0.00,29.00,100.00,0.00,21825.00,7800.00,3750.00,22287.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,263404.00,954444.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56246.00,1302.00,3130.00,2.20,1838.00,7894.00,0.00,26.25,0.50,0.00,11.18,1103.00,No,75.00,0.00,6.00,74.00,0.00,75.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8NA,NEWHOLME HOSPITAL,COMMUNITY HOSPITAL,5521.00,5521.00,100.00,15200.00,4218.00,1.91,2044.00,2771.00,6.00,1.30,36.00,30.00,2.00,5.00,0.00,0.00,26.00,1.00,18.00,0.00,0.00,55.00,100.00,0.00,36488.00,17400.00,2252.00,37579.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,379321.00,1516428.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92826.00,5573.00,14859.00,1.45,1017.00,9733.00,0.00,47.29,1.00,0.00,5.22,102.00,No,121.00,0.00,10.00,121.00,0.00,12.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8NR,CLAY CROSS HOSPITAL,COMMUNITY HOSPITAL,3094.00,2538.00,100.00,8700.00,3094.00,1.29,1966.00,572.00,16.00,0.00,17.00,16.00,1.00,2.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,24881.00,2550.00,0.00,24969.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,277500.00,696862.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61048.00,2566.00,7402.00,1.50,1031.00,5962.00,0.00,21.36,0.50,0.00,13.78,1295.00,No,103.00,0.00,5.00,98.00,0.00,5.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8NT,BOLSOVER HOSPITAL,COMMUNITY HOSPITAL,4195.00,4195.00,100.00,11103.00,4195.00,2.98,2074.00,1468.00,22.00,0.22,30.00,25.00,1.00,5.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,65475.00,40538.00,58313.00,69277.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,495495.00,2183922.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117878.00,3980.00,12301.00,1.75,1213.00,11596.00,0.00,38.30,0.70,0.00,51.54,3302.00,No,81.00,0.00,5.00,65.00,0.00,11.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8NW,CAVENDISH HOSPITAL,COMMUNITY HOSPITAL,3101.00,3101.00,100.00,8570.00,1261.00,0.79,1863.00,635.00,35.00,0.00,34.00,8.00,2.00,2.00,0.00,18.00,0.00,0.00,82.00,0.00,0.00,0.00,100.00,0.00,27563.00,5663.00,0.00,28077.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,225915.00,860507.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53552.00,615.00,1553.00,1.26,1046.00,6230.00,0.00,27.36,0.50,0.00,2.02,361.00,No,46.00,0.00,9.00,46.00,0.00,46.00
