Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Gross internal site floor area (m²),Occupied floor area (m²),NHS estate Occupied Floor Area (%),Site Heated Volume (m³),Site footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable (%),Un-utilised Space (%),Available beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Occupied beds (No.),Age Profile - 2005 to present (%),Age Profile - 1995 to 2004 (%),Age Profile - 1985 to 1994 (%),Age Profile - 1975 to 1984 (%),Age Profile - 1965 to 1974 (%),Age Profile - 1955 to 1964 (%),Age Profile - 1948 to 1954 (%),Age Profile - pre 1948 (%),Age Profile - Total (must equal 100%) (%),Cost to eradicate High Risk Backlog (£),Cost to eradicate Significant Risk Backlog (£),Cost to eradicate Moderate Risk Backlog (£),Cost to eradicate Low Risk Backlog (£),Risk Adjusted Backlog Cost (£),Number of CHP units operated on the site (No.),Total full load rating of the electrical generator plant (kW),Total fossil energy input to the CHP system/s (kWh),Total thermal energy output of the CHP system/s (kWh),Total electrical energy output of the CHP system/s (kWh),Total exported electricity for the site (kWh),Total exported thermal energy for the site (kWh),Electricity Consumed - Utility (kWh),Gas Consumed - Utility (kWh),Oil  Consumed - Utility (kWh),Coal Consumed - Utility (kWh),Electricity Consumed - Local (kWh),Steam Consumed - Local (kWh),Hot Water Consumed - Local (kWh),Electricity Consumed - Renewable (kWh),Non-fossil fuel Consumed - Renewable (kWh),"Total Energy Cost (all energy supplies, utility, local & renewable) (£)",Water volume (including Borehole) (m³),Water and Sewage Cost (£),High Temperature Disposal Waste Weight (Tonnes),High Temperature Disposal Waste Cost (£),Total Waste Cost (£),Non Burn Treatment (Alternative Treatment Plant) Disposal Waste Weight (Tonnes),Landfill Disposal Waste Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Cost (£),Waste recovery/recycling volume (%),Waste recovery/recycling cost (%),Visitor/Staff concession scheme provided (Yes/No),Total parking spaces available (No.),Average fee charged per hour for patient/visitor parking (£),Total disabled parking spaces (No.),Total parking spaces available for patients/visitors (No.),Average fee charged per hour for Staff parking (£),Total parking spaces available for staff (No.)
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH EAST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RX3WE,DURHAM ROAD SITE,SPECIALIST HOSPITAL,2690.00,2690.00,100.00,7263.00,2959.00,0.29,2287.00,343.00,0.00,0.00,36.00,27.00,8.00,28.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,87400.00,2913.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,254824.00,254097.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30728.00,3980.00,12949.00,0.05,75.00,10235.00,5.67,24.96,0.00,0.00,25.40,6.24,No,55.00,0.00,3.00,55.00,0.00,55.00
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH EAST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,55617.00,54969.00,30.58,148416.00,37874.00,8.01,48889.00,6610.00,10.00,14.00,556.00,58.00,453.00,491.00,3.02,19.29,27.82,12.45,8.08,4.47,4.80,20.07,100.00,0.00,170000.00,795000.00,345000.00,204545.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2478900.00,11880000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,841049.00,46000.00,56615.00,0.00,0.00,63207.00,22.00,150.00,1.00,500.00,5.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH EAST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RX464,CHERRY KNOWLE HOSPITAL,LONG STAY HOSPITAL,24324.00,17954.00,46.71,47639.00,21877.00,26.05,9736.00,8191.00,49.31,17.07,145.00,32.00,71.00,138.00,0.00,5.97,0.00,2.89,16.34,9.49,5.93,59.38,100.00,0.00,2104290.00,1529550.00,437750.00,2197971.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1407066.00,7555072.00,25000.00,0.00,0.00,0.00,0.00,0.00,0.00,288866.00,22400.00,55015.00,0.15,79.00,25655.00,9.54,65.00,3.00,2000.00,5.00,5.00,Yes,415.00,1.00,27.00,415.00,0.00,413.00
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH EAST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RX467,NORTHGATE HOSPITAL,LONG STAY HOSPITAL,29433.00,23123.00,100.00,61194.00,23871.00,42.50,14408.00,8715.00,4.13,31.79,188.00,12.00,176.00,148.00,0.00,18.55,1.65,0.00,52.35,9.64,0.56,17.25,100.00,0.00,300000.00,220000.00,240000.00,315333.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1840741.00,8320524.00,90100.00,0.00,0.00,0.00,0.00,0.00,0.00,287350.00,38596.00,35188.00,0.11,58.00,15148.00,3.15,142.78,2.00,1500.00,5.00,5.00,Yes,410.00,1.00,13.00,410.00,0.00,410.00
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH EAST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RX468,PRUDHOE HOSPITAL,LONG STAY HOSPITAL,39079.00,11545.00,0.00,33481.00,27203.00,140.85,6916.00,4630.00,29.00,64.32,46.00,2.00,44.00,37.00,0.00,0.00,1.25,0.00,1.96,63.34,1.73,31.72,100.00,0.00,70000.00,290000.00,400000.00,139000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,664965.00,3980974.00,5300.00,0.00,0.00,0.00,0.00,0.00,0.00,130152.00,26542.00,64560.00,0.00,0.00,1719.00,1.08,0.00,0.50,350.00,5.00,5.00,No,134.00,0.00,22.00,134.00,0.00,134.00
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH EAST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RX4E2,"ST GEORGES HOSPITAL, MORPETH",LONG STAY HOSPITAL,18300.00,18300.00,100.00,49410.00,14649.00,9.20,12668.00,5632.00,0.00,15.29,194.00,167.00,27.00,158.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1598105.00,5044254.00,27777.00,0.00,0.00,0.00,0.00,0.00,0.00,223212.00,20347.00,39295.00,0.00,0.00,43066.00,12.00,131.46,4.00,3000.00,5.00,5.00,Yes,229.00,1.00,18.00,229.00,0.00,229.00
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH EAST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RX4E4,"ST NICHOLAS HOSPITAL, GOSFORTH",LONG STAY HOSPITAL,28348.00,26996.00,100.00,72889.00,17600.00,4.78,17125.00,8965.00,12.45,0.89,191.00,161.00,26.00,145.00,15.73,0.00,5.77,4.04,7.82,0.00,0.00,66.64,100.00,0.00,600000.00,450000.00,90000.00,615429.00,1.00,110.00,556648.00,197574.00,119340.00,0.00,0.00,3196944.00,9820455.00,53000.00,0.00,0.00,0.00,0.00,0.00,0.00,434145.00,23521.00,65819.00,0.40,208.00,43684.00,21.80,180.55,3.00,2100.00,5.00,5.00,Yes,412.00,1.00,23.00,412.00,0.00,412.00
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH EAST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RX4K2,MONKWEARMOUTH HOSPITAL,LONG STAY HOSPITAL,7504.00,6986.00,100.00,18862.00,5944.00,3.50,4908.00,2888.00,52.42,0.00,60.00,16.00,36.00,48.00,0.67,39.57,15.54,2.39,0.00,0.00,0.00,41.83,100.00,0.00,120000.00,1250000.00,550000.00,189230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,646314.00,2607792.00,4240.00,0.00,0.00,0.00,0.00,0.00,0.00,155801.00,8026.00,20400.00,0.27,143.00,14529.00,8.64,52.00,0.50,500.00,5.00,5.00,Yes,183.00,1.00,13.00,183.00,0.00,183.00
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH EAST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RX4W4,WALKERGATE PARK HOSPITAL,GENERAL ACUTE HOSPITAL,11862.00,11862.00,100.00,28469.00,6416.00,2.00,10676.00,1186.00,0.00,0.00,71.00,67.00,0.00,48.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,949379.00,3074312.00,26500.00,0.00,0.00,0.00,0.00,0.00,0.00,141355.00,6421.00,19884.00,0.00,0.00,32993.00,9.00,55.46,0.20,200.00,3.00,3.00,Yes,140.00,1.00,23.00,140.00,0.00,140.00
RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,SOUTH WEST STRATEGIC HEALTH AUTHORITY,AMBULANCE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,22039.00,19701.00,100.00,59103.00,18812.00,7.96,0.00,19701.00,75.00,15.70,0.00,0.00,0.00,0.00,1.00,10.00,10.00,9.00,44.00,19.00,0.00,7.00,100.00,566685.00,1152795.00,281820.00,24300.00,1617344.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1929924.00,4201698.00,71238.00,0.00,0.00,0.00,0.00,0.00,0.00,330949.00,30684.00,41016.00,17.00,40000.00,253195.00,0.00,108.00,0.10,3000.00,0.00,0.00,No,605.00,0.00,8.00,187.00,0.00,418.00
RX6,NORTH EAST AMBULANCE SERVICE NHS TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,AMBULANCE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,28087.00,27421.00,54.31,77327.00,25168.00,12.31,0.00,27420.00,3.61,15.44,0.00,0.00,0.00,0.00,17.39,17.43,22.94,31.80,3.61,3.74,0.79,2.30,100.00,36875.00,200592.00,145879.00,109130.00,250218.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3118508.00,4746612.00,492971.00,0.00,0.00,0.00,0.00,0.00,0.00,727973.00,20203.00,86468.00,19.00,35552.00,100869.00,0.00,236.97,4.33,2670.00,34.95,30.00,No,485.00,0.00,17.00,80.00,0.00,404.00
RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,AMBULANCE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,66921.00,66921.00,96.00,119715.00,62333.00,29.30,0.00,66920.00,35.00,0.00,0.00,0.00,0.00,0.00,3.21,1.27,13.87,14.99,31.32,20.29,6.24,8.81,100.00,0.00,165000.00,345000.00,2810000.00,419250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5758544.00,14182412.00,114293.00,0.00,0.00,0.00,0.00,0.00,0.00,1060352.00,170899.00,312745.00,314.00,136696.00,317898.00,0.00,944.00,9.50,14086.00,12.00,18.00,No,316.00,0.00,32.00,316.00,0.00,316.00
RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,AMBULANCE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,56673.00,56673.00,73.46,212819.00,48631.00,13.00,0.00,56673.00,5.00,4.00,0.00,0.00,0.00,0.00,6.00,17.00,26.00,12.00,14.00,13.00,4.00,8.00,100.00,0.00,0.00,2400000.00,25250.00,209228.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6991808.00,12101347.00,104138.00,0.00,0.00,0.00,0.00,0.00,0.00,1110612.00,28597.00,89620.00,10.75,13432.00,119360.00,35.11,524.00,1.00,650.00,43.00,17.84,None,1072.00,0.00,27.00,4.00,0.00,1072.00
RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,AMBULANCE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,48933.00,46116.00,77.00,178924.00,48933.00,19.90,0.00,46115.00,25.00,0.00,0.00,0.00,0.00,0.00,7.70,0.00,15.40,19.20,15.40,30.80,8.90,2.60,100.00,432593.00,976276.00,5547393.00,5955415.00,1981682.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3730231.00,8591663.00,1341792.00,0.00,0.00,0.00,0.00,0.00,0.00,931000.00,90419.00,151000.00,26.90,69668.00,159893.00,0.00,1235.00,0.00,0.00,18.00,2.00,No,1446.00,0.00,22.00,1446.00,0.00,1446.00
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,35774.00,35774.00,100.00,82281.00,38049.00,9.27,No Data Provided,No Data Provided,21.00,5.00,128.00,37.00,91.00,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,Not Calculated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2168796.00,6059781.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,396782.00,14455.00,54735.00,19.50,10231.00,63969.00,0.00,45.00,4.40,891.00,25.80,71.50,None,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RXA20,LEIGHTON HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,4990.00,4990.00,100.00,9188.00,2175.00,0.91,No Data Provided,No Data Provided,0.00,0.00,44.00,2.00,4.00,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,Not Calculated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,291886.00,1764789.00,0.00,0.00,0.00,0.00,0.00,97295.00,0.00,74917.00,7631.00,18622.00,2.64,1517.00,21244.00,16.39,70.20,0.83,224.00,2.50,1.62,None,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RXA54,CLATTERBRIDGE HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,5843.00,5843.00,100.00,14772.00,3000.00,0.85,No Data Provided,No Data Provided,0.00,0.00,93.00,47.00,16.00,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,Not Calculated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,573711.00,454535.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52569.00,5968.00,12748.00,2.08,993.00,11940.00,0.00,12.70,1.20,0.00,7.30,6.20,None,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RXA55,ASHTON HOUSE HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,2700.00,2700.00,100.00,6800.00,1400.00,0.65,No Data Provided,No Data Provided,16.32,5.00,18.00,0.00,18.00,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,Not Calculated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,188882.00,666465.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36598.00,1890.00,4511.00,2.20,1004.00,12539.00,0.00,3.70,0.75,0.00,2.10,1.90,None,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RXA56,WEST CHESHIRE HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,13499.00,13499.00,100.00,37662.00,6691.00,6.10,No Data Provided,No Data Provided,0.00,0.00,105.00,94.00,11.00,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,Not Calculated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1323050.00,5808427.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,252968.00,20399.00,38444.00,4.99,2357.00,23108.00,0.00,20.70,1.50,262.00,11.90,19.70,None,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RXA72,MARY DENDY UNIT (SOSS MOSS),SHORT TERM NON-ACUTE HOSPITAL,2970.00,2970.00,100.00,6831.00,2890.00,8.50,No Data Provided,No Data Provided,48.00,5.00,15.00,0.00,15.00,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,Not Calculated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123852.00,409743.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17905.00,1255.00,1730.00,0.05,27.00,2772.00,0.00,5.10,0.00,0.00,2.90,0.50,None,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided,No Data Provided
RXC,EAST SUSSEX HOSPITALS NHS TRUST,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,AGGRE,AGGREGATE,AGGREGATE SITE,3710.00,3710.00,100.00,9941.00,2854.00,0.49,2346.00,1373.00,0.00,0.00,6.00,2.00,1.00,2.00,33.70,0.00,20.00,0.00,0.00,0.00,0.00,46.30,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7494122.00,858748.00,0.00,0.00,0.00,0.00,0.00,20174.00,0.00,47919.00,4542.00,13827.00,30.13,12599.00,15632.00,0.00,60.59,0.12,0.00,0.03,0.00,No,306.00,0.00,21.00,226.00,0.00,90.00
RXC,EAST SUSSEX HOSPITALS NHS TRUST,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RXC01,CONQUEST HOSPITAL,GENERAL ACUTE HOSPITAL,47995.00,47995.00,99.00,160694.00,31653.00,14.01,19085.00,22318.00,0.00,11.00,417.00,20.00,41.00,381.00,1.00,29.00,67.00,0.00,0.00,3.00,0.00,0.00,100.00,0.00,72000.00,0.00,1535000.00,756548.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7241583.00,16986321.00,0.00,0.00,0.00,1143827.00,0.00,0.00,0.00,974307.00,55830.00,140468.00,109.63,60732.00,348123.00,400.00,291.97,6.40,3073.00,7.40,1.71,Yes,1041.00,1.10,33.00,298.00,0.10,743.00
RXC,EAST SUSSEX HOSPITALS NHS TRUST,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RXC02,EASTBOURNE DISTRICT GENERAL HOSPITAL,GENERAL ACUTE HOSPITAL,60497.00,60497.00,100.00,213860.00,33967.00,15.56,30637.00,37960.00,0.00,0.00,479.00,21.00,42.00,415.00,1.21,1.00,29.30,1.00,67.49,0.00,0.00,0.00,100.00,0.00,1680000.00,0.00,1225000.00,1731042.00,1.00,1160.00,18387.00,12512895.00,4272347.00,0.00,0.00,4924021.00,41183957.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1456590.00,85435.00,252993.00,109.63,60732.00,348123.00,444.95,270.00,6.40,3072.00,7.40,1.71,Yes,1357.00,1.10,43.00,326.00,0.10,1025.00
RXE,"ROTHERHAM, DONCASTER AND SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST",YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,23618.00,22323.00,99.60,52760.00,15417.00,5.94,15037.00,5228.00,38.58,0.86,164.00,49.00,29.00,131.00,6.52,4.35,10.87,17.39,30.44,4.35,6.52,19.56,100.00,0.00,25000.00,0.00,390000.00,40600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1258986.00,4028119.00,0.00,0.00,0.00,0.00,0.00,89083.00,0.00,232446.00,7332.00,12601.00,14.82,13754.00,76552.00,0.00,0.00,0.00,0.00,0.00,0.00,No,264.00,0.00,24.00,132.00,0.00,132.00
RXE,"ROTHERHAM, DONCASTER AND SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST",YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RXE12,SWALLOWNEST COURT,LONG STAY HOSPITAL,4109.00,2735.00,100.00,5735.00,3630.00,0.42,2261.00,474.00,0.00,0.00,18.00,0.00,6.00,16.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,25000.00,0.00,338000.00,41321.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,225223.00,1688116.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66450.00,6131.00,17338.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,55.00,0.00,5.00,25.00,0.00,25.00
RXE,"ROTHERHAM, DONCASTER AND SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST",YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RXE21,ST. CATHERINES,LONG STAY HOSPITAL,21546.00,21310.00,95.48,62257.00,18926.00,20.69,12098.00,9212.00,2.16,7.04,118.00,118.00,0.00,110.00,25.81,22.58,6.45,12.90,0.00,6.45,0.00,25.81,100.00,0.00,36000.00,0.00,2225000.00,124367.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2104395.00,5832038.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,303000.00,30152.00,75097.00,6.83,6300.00,34649.00,0.00,0.00,0.00,0.00,0.00,0.00,No,591.00,0.00,49.00,271.00,0.00,271.00
RXE,"ROTHERHAM, DONCASTER AND SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST",YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RXE80,TICKHILL ROAD HOSPITAL,LONG STAY HOSPITAL,8144.00,7195.00,78.65,20104.00,7618.00,10.92,1796.00,5488.00,5.64,1.76,10.00,10.00,0.00,10.00,4.16,16.67,4.16,12.50,41.67,0.00,0.00,20.84,100.00,0.00,113000.00,0.00,566000.00,141967.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1240626.00,4575228.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,203203.00,27115.00,58422.00,4.55,4200.00,23100.00,0.00,0.00,0.00,0.00,0.00,0.00,No,238.00,0.00,25.00,107.00,0.00,107.00
RXE,"ROTHERHAM, DONCASTER AND SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST",YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RXE92,GREAT OAKS INPATIENT UNIT,SPECIALIST HOSPITAL,2988.00,2988.00,100.00,8928.00,2000.00,1.52,2000.00,988.00,0.00,0.00,28.00,100.00,0.00,12.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,268569.00,980112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52958.00,3837.00,5310.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,38.00,0.00,9.00,38.00,0.00,38.00
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,7942.00,7942.00,100.00,20226.00,4419.00,2.80,0.00,7942.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,17.00,0.00,0.00,50.00,100.00,0.00,410000.00,0.00,0.00,410000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RXF03,PONTEFRACT GENERAL INFIRMARY,GENERAL ACUTE HOSPITAL,76247.00,22113.00,100.00,61916.00,19628.00,9.17,19110.00,3003.00,71.00,56.00,294.00,9.00,26.00,205.00,25.00,0.00,4.00,8.00,22.00,0.00,1.00,40.00,100.00,0.00,1213000.00,201000.00,13000.00,1242000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4990041.00,5502498.00,0.00,10021388.00,0.00,10289.00,0.00,0.00,0.00,1088544.00,94853.00,124243.00,244.00,119824.00,148244.00,0.00,539.00,2.65,1683.00,5.00,2.30,Yes,540.00,1.20,37.00,225.00,0.07,278.00
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RXF04,CLAYTON HOSPITAL,GENERAL ACUTE HOSPITAL,10648.00,2456.00,100.00,35458.00,6848.00,1.79,1660.00,796.00,91.00,77.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,1.00,0.00,1.00,0.00,92.00,100.00,0.00,2551000.00,1010000.00,0.00,2635000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,668584.00,3974140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154658.00,10188.00,24630.00,33.00,16192.00,22256.00,0.00,126.00,0.73,464.00,5.00,2.30,Yes,144.00,1.20,10.00,67.00,0.07,67.00
