Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Leasehold Type,Post Code,Estates and facilities finance costs (£),Indirect accommodation subsidies (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance cost (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Gross internal floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Clinical space (m²),Non-clinical space (m²),Private patient (m²),Pathology (m²),Clinical Sterile Services Dept. (m²),Medical records (m²),Human Resources (m²),Information Technology (m²),General Administration (m²),Restaurants (m²),Staff Accommodation (m²),Retail sales area (m²),Income from areas leased out for retail sales (£),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),CHP units operated on the site (No.),CHP unit/s size (Watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Energy costs (all energy supplies) (£),Electricity consumed (kWh),Gas consumed (kWh),Oil consumed (kWh),Coal consumed (kWh),Steam consumed (kWh),Hot water consumed (kWh),Electricity consumed - green energy tariff (kWh),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel consumed - renewable (kWh),Electrical energy output of owned onsite renewables (kWh),Water cost (£),Sewerage cost (£),Water volume (including borehole) (m³),Landfill disposal cost (£),Landfill disposal volume (Tonnes),Incineration disposal cost (£),Incineration disposal volume (Tonnes),Waste reycling cost (£),Waste reycling volume (Tonnes),Other recovery cost (£),Other recovery volume (Tonnes),Car parking services cost (£),Parking spaces available (No.),Designated disabled parking spaces (No.),Electric vehicle charging points (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (select),Cleaning service cost (£),Cleaning staff (WTE),Inpatient food service cost (£),Inpatient main meals requested (No.),Cost of feeding one inpatient per day (inpatient meal day) (£),Unserved meals: Starters (Kg),Unserved meals: Mains (Kg),Unserved meals: Desserts (Kg),Laundry and linen service cost (£),Pieces per annum (No.),Laundry and linen service used (Select),Onsite laundry that could provide services to other organisations (Select),Portering service cost (£),Portering staff (WTE)
RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - MULTI-SERVICE,RXPCC,CHESTER LE STREET COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),2. Whole site - Private Finance Initiative (PFI),,DH3  3AT,2119016.00,Not Applicable,251122.00,6734.00,31210.00,0.00,58642.00,7934.00,7934.00,100.00,21819.00,2.14,0.00,6140.00,1794.00,0.00,0.00,0.00,0.00,0.00,19.00,114.00,101.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132246.00,659737.00,1636332.00,69580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9032.00,19193.00,7275.00,0.00,0.00,3148.00,4.33,1824.00,5.80,6040.00,30.08,0.00,106.00,6.00,0.00,0.53,0.11,No,180607.00,10.00,134754.00,18417.00,21.95,10.00,27.35,11.65,14388.00,49258.00,1. Full Service – Contracted,No,189000.00,5.50
RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - MULTI-SERVICE,RXPCJ,RICHARDSON HOSPITAL,7. Community hospital (with inpatient beds),6. Local Investment Finance Trust (LIFT),3. Leased and part serviced,DL12 8ET,665580.00,0.00,0.00,0.00,31210.00,0.00,4636.00,3503.00,3350.00,95.63,8197.00,0.60,0.00,2525.00,825.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,71.00,5.00,0.00,0.00,0.00,No,Not Applicable,Not Applicable,124806.00,22277.00,16.81,2.00,9.69,1.33,13545.00,28758.00,1. Full Service – Contracted,No,24400.00,1.00
RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - MULTI-SERVICE,RXPCL,SEDGEFIELD COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),7. Leased from NHS Property Services,3. Leased and part serviced,TS21 3EZ,945464.00,0.00,0.00,0.00,31210.00,0.00,5423.00,4155.00,2509.00,100.00,11080.00,Not Applicable,Not Applicable,2189.00,320.00,0.00,0.00,0.00,0.00,0.00,9.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,6.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,116.00,6.00,0.00,0.00,0.00,No,Not Applicable,Not Applicable,106785.00,21184.00,15.12,0.90,0.00,1.40,13921.00,30825.00,1. Full Service – Contracted,No,13543.00,0.55
RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - MULTI-SERVICE,RXPCP,UNIVERSITY HOSPITAL NORTH DURHAM,1. General acute hospital,3. Part site - Private Finance Initiative (PFI),,DH1  5TW,17448055.00,Not Applicable,2796161.00,0.00,360596.00,0.00,1572388.00,56466.00,52347.00,100.00,192381.00,7.50,0.00,36251.00,16096.00,0.00,2044.00,519.00,0.00,10.00,179.00,1415.00,239.00,830.00,85.00,61731.00,1.00,1.00,3.00,1.00,49.00,25.00,15.00,0.00,1500000.00,3000000.00,100000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1316477.00,9477069.00,18438235.00,71787.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90327.00,141281.00,96536.00,0.00,0.00,137793.00,447.11,3007.00,131.13,39321.00,379.30,206158.00,1101.00,42.00,0.00,1.00,0.11,Yes,1976319.00,82.06,2062889.00,427483.00,14.83,30.00,135.89,22.85,878824.00,1926371.00,1. Full Service – Contracted,No,948992.00,33.29
RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - MULTI-SERVICE,RXPCW,SHOTLEY BRIDGE COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),7. Leased from NHS Property Services,3. Leased and part serviced,DH8  0NB,1580378.00,0.00,0.00,2711.00,31210.00,0.00,49720.00,11502.00,7228.00,100.00,32206.00,Not Applicable,Not Applicable,5183.00,2044.00,0.00,146.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,1.00,3.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,2400.00,6.22,370.00,3.05,3851.00,34.35,0.00,115.00,15.00,0.00,0.00,0.00,No,Not Applicable,Not Applicable,66246.00,10930.00,18.23,8.92,14.14,9.54,18222.00,43285.00,1. Full Service – Contracted,No,162315.00,5.21
RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - MULTI-SERVICE,RXPDA,DARLINGTON MEMORIAL HOSPITAL,1. General acute hospital,1. Freehold,,DL3  6HX,2520820.00,Not Applicable,2799879.00,48301.00,360596.00,0.00,1219172.00,56349.00,52223.00,100.00,143613.00,6.80,0.00,41060.00,11163.00,0.00,2250.00,584.00,0.00,1449.00,613.00,1803.00,972.00,0.00,41.00,54852.00,15.70,0.00,2.00,2.00,70.00,22.00,4.00,650000.00,1537500.00,10550000.00,4100000.00,1.00,772.00,82.00,16393170.00,8184455.00,5213028.00,0.00,0.00,981289.00,3893253.00,26889483.00,64411.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83885.00,65725.00,74359.00,0.00,0.00,95656.00,302.55,5256.00,128.53,43634.00,389.10,54082.00,758.00,27.00,4.00,1.00,0.11,Yes,1974549.00,71.00,1457257.00,331690.00,13.18,21.00,90.80,10.54,409933.00,1502031.00,1. Full Service – Contracted,No,876592.00,28.80
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - MULTI-SERVICE,AGGRE,AGGREGATE SITE,Aggregate Site,,,HP7 0JD,1370716.00,0.00,100742.00,33489.00,0.00,0.00,528509.00,15369.00,12543.00,100.00,36507.00,6.00,0.52,6830.00,5408.00,0.00,0.00,0.00,747.00,343.00,829.00,1701.00,0.00,0.00,0.00,0.00,23.08,18.46,0.29,1.87,0.00,0.00,0.00,738461.00,1837416.00,123679.00,64860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,156322.00,0.00,2319169.00,0.00,0.00,0.00,0.00,643637.00,0.00,0.00,0.00,3874.00,3874.00,4175.00,2345.00,5.00,4172.00,4.00,2967.00,18.00,10211.00,46.00,0.00,370.00,26.00,0.00,0.00,0.00,No,304400.00,17.01,0.00,0.00,0.00,0.00,0.00,0.00,553.00,1600.00,1. Full Service – Contracted,No,0.00,0.00
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - MULTI-SERVICE,RXQ02,STOKE MANDEVILLE HOSPITAL,1. General acute hospital,3. Part site - Private Finance Initiative (PFI),,HP21 8AL,10270201.00,Not Applicable,2685245.00,96923.00,993366.00,0.00,3983136.00,88201.00,74905.00,100.00,165500.00,17.00,0.00,47314.00,25419.00,58.00,2177.00,968.00,878.00,100.00,253.00,5580.00,0.00,3755.00,2171.00,37140.00,10.00,6.00,0.18,0.20,49.00,13.00,0.00,11608771.00,9350892.00,2672947.00,496685.00,1.00,979.00,35.00,2906892.00,1087100.00,993854.00,0.00,0.00,1832631.00,0.00,26652845.00,299095.00,0.00,0.00,0.00,12528915.00,0.00,0.00,0.00,133328.00,133328.00,122597.00,25110.00,134.00,338083.00,624.00,83660.00,767.00,8488.00,37.00,1151186.00,1419.00,67.00,0.00,1.67,0.15,No,3968882.00,175.00,2193833.00,491030.00,15.13,0.00,0.00,0.00,1064506.00,2478601.00,1. Full Service – Contracted,No,1063938.00,44.00
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - MULTI-SERVICE,RXQ50,WYCOMBE HOSPITAL,1. General acute hospital,3. Part site - Private Finance Initiative (PFI),,HP11 2TT,7453499.00,Not Applicable,2833411.00,26774.00,1034757.00,0.00,2354435.00,54934.00,51108.00,100.00,101974.00,7.00,0.00,29922.00,20618.00,2173.00,1769.00,396.00,432.00,247.00,256.00,1962.00,0.00,4149.00,568.00,6120.00,38.00,11.00,1.89,3.55,20.00,0.00,0.00,7695203.00,17941955.00,6109806.00,212750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1433315.00,0.00,18895521.00,0.00,0.00,0.00,0.00,6547684.00,0.00,0.00,0.00,72877.00,72877.00,74345.00,24053.00,84.00,41625.00,93.00,0.00,0.00,38501.00,206.00,447499.00,882.00,29.00,0.00,1.67,0.15,No,1780272.00,58.97,1104965.00,155490.00,22.00,0.00,0.00,0.00,220824.00,745272.00,1. Full Service – Contracted,No,1026682.00,34.00
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - MULTI-SERVICE,RXQ51,AMERSHAM HOSPITAL,1. General acute hospital,3. Part site - Private Finance Initiative (PFI),,HP7  0JD,3351089.00,Not Applicable,261689.00,9688.00,41390.00,0.00,518766.00,22053.00,22053.00,98.00,44951.00,9.40,0.00,9613.00,12421.00,0.00,18.00,0.00,1687.00,242.00,90.00,847.00,350.00,330.00,0.00,0.00,0.00,0.00,6.82,9.01,12.00,0.00,0.00,80500.00,1345788.00,360295.00,79638.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,445595.00,0.00,4393120.00,0.00,0.00,0.00,0.00,2207409.00,0.00,0.00,0.00,10317.00,10317.00,12871.00,7041.00,26.00,1442.00,3.00,1280.00,8.00,17617.00,61.00,191785.00,325.00,17.00,0.00,1.67,0.15,No,876851.00,13.77,544236.00,72270.00,21.00,0.00,0.00,0.00,169836.00,367075.00,1. Full Service – Contracted,No,256670.00,8.50
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - MULTI-SERVICE,RXQ61,BUCKINGHAM HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,MK18 1NU,90510.00,Not Applicable,28696.00,5450.00,0.00,0.00,131330.00,1818.00,1818.00,100.00,4000.00,1.73,0.00,1365.00,259.00,0.00,0.00,0.00,25.00,0.00,43.00,126.00,0.00,0.00,0.00,0.00,100.00,70.00,0.00,2.55,4.00,0.00,0.00,56615.00,322817.00,183745.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36699.00,0.00,534428.00,0.00,0.00,0.00,0.00,147341.00,0.00,0.00,0.00,2687.00,2687.00,1276.00,1158.00,4.00,193.00,1.00,852.00,5.00,3783.00,18.00,0.00,47.00,2.00,0.00,0.00,0.00,No,81541.00,3.19,49783.00,12672.00,11.00,0.00,0.00,0.00,9647.00,27081.00,1. Full Service – Contracted,No,0.00,0.00
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,AGGRE,AGGREGATE SITE,Aggregate Site,,,BB2 3HH,4207.00,0.00,10632.00,0.00,0.00,0.00,0.00,57647.00,19673.00,11.00,47215.00,0.00,0.00,19021.00,652.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2605.00,490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3950.00,31908.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,732.00,816.00,503.00,0.00,0.00,0.00,0.00,0.00,0.00,458.00,2.64,0.00,0.00,0.00,0.00,0.00,0.00,No,16308.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0. No Service,Not Applicable,0.00,0.00
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXR10,BURNLEY GENERAL HOSPITAL,1. General acute hospital,3. Part site - Private Finance Initiative (PFI),,BB10 2PQ,1248994.00,Not Applicable,2453786.00,81499.00,0.00,323063.00,1873252.00,71418.00,67435.00,94.00,189974.00,12.86,2.18,46528.00,20907.00,0.00,119.00,653.00,759.00,0.00,68.00,391.00,717.00,2420.00,210.00,0.00,0.00,0.00,5.90,5.90,82.00,6.00,6.00,1783.00,4606685.00,4060836.00,4293026.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1435396.00,8365200.00,25047050.00,128632.00,0.00,0.00,0.00,0.00,0.00,0.00,41445.00,230125.00,333204.00,116758.00,12453.00,33.94,0.00,0.00,0.00,29.03,143223.00,568.33,170124.00,932.00,17.00,1.00,1.90,0.08,No,1675112.00,63.70,562746.00,248064.00,6.80,12.42,23.75,13.00,192211.00,1036274.00,2. Full Service – In house,No,669054.00,27.72
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXR20,ROYAL BLACKBURN HOSPITAL,1. General acute hospital,3. Part site - Private Finance Initiative (PFI),,BB2  3HH,1859432.00,Not Applicable,5619103.00,0.00,573115.00,623123.00,2926454.00,95915.00,95735.00,99.80,226954.00,21.50,0.00,58009.00,37726.00,0.00,2470.00,821.00,1163.00,337.00,1345.00,5641.00,503.00,1990.00,281.00,0.00,0.00,0.00,0.00,0.00,152.00,40.00,4.00,0.00,148317.00,389586.00,734758.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2233370.00,17820392.00,39332391.00,292721.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,313236.00,360434.00,185742.00,25355.00,72.47,0.00,0.00,3391.00,109.00,250439.00,1085.00,564760.00,1969.00,97.00,2.00,1.90,0.08,No,3645228.00,150.28,2317779.00,901394.00,7.71,37.35,95.55,20.80,639773.00,3449238.00,2. Full Service – In house,Yes,2116118.00,81.20
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXR50,PENDLE COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,BB9  9SZ,168722.00,Not Applicable,87767.00,7596.00,0.00,5909.00,146498.00,6302.00,5864.00,93.00,15313.00,0.82,0.00,5360.00,504.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,92.00,0.00,0.00,0.00,0.00,0.00,7.50,7.50,3.00,9.00,0.00,0.00,353958.00,502243.00,206547.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101153.00,470390.00,1459446.00,5408.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12150.00,10173.00,6974.00,6220.00,16.00,0.00,0.00,0.00,0.00,5587.00,47.00,0.00,38.00,8.00,0.00,0.00,0.00,No,189026.00,7.32,174966.00,78840.00,6.66,4.52,9.96,6.25,45732.00,246559.00,2. Full Service – In house,No,100962.00,3.27
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXR60,ACCRINGTON VICTORIA HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,BB5 6AS,79479.00,Not Applicable,174953.00,7644.00,0.00,3895.00,121118.00,7450.00,6790.00,91.00,20663.00,1.37,0.00,5169.00,1621.00,0.00,0.00,0.00,96.00,0.00,15.00,117.00,439.00,0.00,0.00,0.00,0.00,0.00,10.46,10.46,1.00,2.00,0.00,219031.00,116711.00,185796.00,681675.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144305.00,532035.00,2577535.00,13918.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5178.00,5779.00,8908.00,2133.00,6.00,0.00,0.00,961.00,5.28,10691.00,42.08,0.00,103.00,8.00,0.00,0.00,0.00,No,178269.00,6.59,146857.00,19440.00,22.66,1.29,1.86,1.47,13166.00,70980.00,2. Full Service – In house,No,160760.00,5.53
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXR70,CLITHEROE HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,BB7 4JX,129166.00,Not Applicable,131785.00,4866.00,0.00,5837.00,79216.00,4212.00,4212.00,100.00,11327.00,0.99,0.00,3511.00,701.00,0.00,0.00,0.00,0.00,0.00,6.00,6.00,83.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70233.00,404660.00,780903.00,45511.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5167.00,5831.00,3127.00,2452.00,5.78,0.00,0.00,300.00,1.86,4785.00,26.18,0.00,65.00,7.00,0.00,0.00,0.00,No,150066.00,7.56,174499.00,33110.00,15.81,1.33,2.20,1.68,21792.00,117486.00,2. Full Service – In house,No,48851.00,1.93
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,Aggregate Site,,,B1 3RB,1969197.00,0.00,1202141.00,145715.00,9573.00,91736.00,905376.00,23418.00,22731.00,100.00,64012.00,6.37,0.00,5051.00,17680.00,0.00,0.00,0.00,94.00,100.00,825.00,3460.00,220.00,0.00,0.00,0.00,2.00,2.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00,1807000.00,784000.00,1.00,20000000.00,88.00,0.00,0.00,0.00,0.00,0.00,516636.00,1744790.00,4455040.00,0.00,0.00,0.00,0.00,809894.00,0.00,0.00,0.00,29027.00,29027.00,22631.00,3273.00,18.30,0.00,0.00,23431.00,143.12,20631.00,83.72,0.00,777.00,42.00,0.00,0.00,0.00,No,584589.00,35.08,0.00,0.00,0.00,0.00,0.00,0.00,84.00,270.00,1. Full Service – Contracted,No,328170.00,8.94
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT05,ARDENLEIGH,4. Mental Health (including Specialist services),1. Freehold,,B24  9SA,695318.00,Not Applicable,304954.00,34028.00,4607.00,45000.00,148324.00,8512.00,8512.00,100.00,23834.00,3.63,0.00,4800.00,3712.00,0.00,0.00,0.00,22.00,12.00,56.00,1446.00,95.00,0.00,0.00,0.00,0.00,0.00,20.00,5.00,64.00,0.00,0.00,0.00,0.00,0.00,132705.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135595.00,815065.00,2405005.00,4150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15758.00,15758.00,12455.00,0.00,0.00,0.00,0.00,10360.00,55.60,5703.00,31.45,0.00,83.00,3.00,0.00,0.00,0.00,No,288129.00,10.07,344159.00,58035.00,17.79,0.00,5.59,0.00,9847.00,30685.00,1. Full Service – Contracted,No,152782.00,5.00
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT06,ASHCROFT,4. Mental Health (including Specialist services),2. Whole site - Private Finance Initiative (PFI),,B18  5SD,783681.00,Not Applicable,137385.00,15074.00,1063.00,8438.00,41747.00,1493.00,1493.00,100.00,4180.00,0.68,0.00,1100.00,393.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43495.00,126391.00,872833.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3394.00,3394.00,2283.00,0.00,0.00,0.00,0.00,1928.00,13.80,3316.00,14.16,0.00,32.00,4.00,0.00,0.00,0.00,No,59941.00,3.77,80585.00,15330.00,15.77,3.51,8.79,1.64,12285.00,39000.00,1. Full Service – Contracted,No,22361.00,0.57
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT15,DAVID BROMLEY HOUSE,4. Mental Health (including Specialist services),1. Freehold,,B93  0QA,13352.00,Not Applicable,19891.00,3356.00,469.00,1849.00,5618.00,665.00,665.00,100.00,1862.00,0.40,0.00,600.00,65.00,0.00,0.00,0.00,2.00,0.00,5.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,31000.00,35000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20000.00,0.00,433000.00,0.00,0.00,0.00,0.00,70000.00,0.00,0.00,0.00,1770.00,1770.00,1750.00,0.00,0.00,0.00,0.00,649.00,4.52,1114.00,3.94,0.00,8.00,1.00,0.00,0.00,0.00,No,46631.00,1.21,26639.00,15330.00,5.21,0.00,4.51,0.00,2936.00,8690.00,1. Full Service – Contracted,No,7810.00,0.19
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT18,ENDEAVOUR COURT 210 RESERVOIR ROAD,4. Mental Health (including Specialist services),2. Whole site - Private Finance Initiative (PFI),,B23  6DJ,467278.00,Not Applicable,82541.00,13004.00,419.00,5192.00,23434.00,897.00,897.00,100.00,2512.00,0.73,0.00,894.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32049.00,139049.00,430359.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1655.00,1655.00,946.00,0.00,0.00,0.00,0.00,1305.00,8.84,1428.00,6.49,0.00,6.00,2.00,0.00,0.00,0.00,No,36013.00,2.26,80585.00,15330.00,15.77,0.00,43.29,8.58,2854.00,9060.00,1. Full Service – Contracted,No,13716.00,0.35
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT19,ENDEAVOUR HOUSE 202 RESERVOIR ROAD,4. Mental Health (including Specialist services),2. Whole site - Private Finance Initiative (PFI),,B23  6DJ,202680.00,Not Applicable,35980.00,3705.00,110.00,2088.00,11187.00,391.00,391.00,100.00,1095.00,0.21,0.00,388.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9490.00,41534.00,124577.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,465.00,465.00,274.00,0.00,0.00,0.00,0.00,1306.00,8.84,1299.00,6.49,0.00,72.00,2.00,0.00,0.00,0.00,No,15698.00,0.99,74022.00,13140.00,16.90,0.00,11.08,2.11,2854.00,9060.00,1. Full Service – Contracted,No,5574.00,0.14
