Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Gross internal site floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Site footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Un-utilised space (%),Available beds (No.),Occupied beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age profile - 2005 to present (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),Age profile - total (must equal 100%) (%),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Risk adjusted backlog cost (£),Number of CHP units operated on the site (No.),Total full load rating of the electrical generator plant (kW),Total fossil energy input to the CHP system/s (kWh),Total thermal energy output of the CHP system/s (kWh),Total electrical energy output of the CHP system/s (kWh),Total exported electricity for the site (kWh),Total exported thermal energy for the site (kWh),Electricity consumed - utility (kWh),Gas consumed - utility (kWh),Oil consumed - utility (kWh),Coal consumed - utility (kWh),Electricity consumed - local (kWh),Steam consumed - local (kWh),Hot water consumed - local (kWh),Electricity consumed - renewable (kWh),Non-fossil fuel consumed - renewable (kWh),"Total energy cost (all energy supplies, utility, local and renewable) (£)",Water volume (including borehole) (m³),Water and sewage cost (£),High temperature disposal waste weight (Tonnes),Total waste cost (£),Non burn treatment (alternative treatment plant) disposal waste weight (Tonnes),Landfill disposal waste weight (Tonnes),Waste electrical and electronic equipment (WEEE) weight (Tonnes),Preparing for re-use volume (Tonnes),Other recovery volume (Tonnes),Waste recycling volume (Tonnes),"Waste recycling, recovery and preparing for re-use cost (£)",Patient/visitor concession scheme provided (Yes/No/None),Total parking spaces available (No.),Designated parking spaces available for patients/visitors (No.),Designated disabled parking spaces (No.),Designated parking spaces available for staff (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for Staff parking (£),Do you charge for disabled parking (Yes/No/None),Cost of feeding one in-patient per day (in-patient meal day) (£),Ward food waste - unserved meals (%),Total in-patient main meals requested (No.),Gross cost of in-patient services (£)
RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXWAS,ROYAL SHREWSBURY HOSPITAL,GENERAL ACUTE HOSPITAL,68883.00,68883.00,100.00,150196.00,36624.00,18.30,31283.00,29826.00,11.00,0.00,0.00,440.00,381.00,20.00,58.00,5.02,16.19,9.94,52.10,16.75,0.00,0.00,0.00,100.00,7258.00,859516.00,3626136.00,10627532.00,1170044.00,1.00,1030.00,27315965.00,11280000.00,8218186.00,0.00,0.00,2773592.00,46368156.00,0.00,0.00,103854.00,0.00,0.00,0.00,0.00,1776664.00,107910.00,166661.00,0.00,440443.00,0.00,155.00,0.00,0.00,564.00,366.00,0.00,Yes,1681.00,523.00,61.00,1158.00,2.50,0.10,Yes,8.85,8.50,444239.00,1310924.00
RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXWAT,PRINCESS ROYAL HOSPITAL,GENERAL ACUTE HOSPITAL,41903.00,41903.00,100.00,110337.00,23351.00,11.70,25566.00,13897.00,0.00,0.00,0.00,311.00,273.00,20.00,42.00,1.12,17.43,81.45,0.00,0.00,0.00,0.00,0.00,100.00,0.00,2300558.00,1373113.00,500000.00,578163.00,1.00,600.00,10114569.00,3457000.00,3065720.00,0.00,0.00,5150955.00,20946287.00,243399.00,0.00,0.00,0.00,0.00,0.00,0.00,1353144.00,105938.00,229064.00,0.00,208650.00,0.00,93.00,6.00,0.00,299.00,206.00,0.00,Yes,1347.00,385.00,47.00,916.00,2.50,0.10,Yes,9.55,8.00,328805.00,1046968.00
RXX,SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,30814.00,30609.00,32.00,60414.00,20829.00,11.50,11479.00,19130.00,11.00,11.00,5.00,140.00,122.00,0.00,135.00,4.00,2.00,33.00,15.00,22.00,0.00,5.00,19.00,100.00,7000.00,135950.00,214250.00,847650.00,147850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2903149.00,13861811.00,38001.00,0.00,0.00,0.00,0.00,0.00,0.00,712886.00,43330.00,66355.00,9.10,58837.00,0.20,436.40,1.30,0.00,8.60,87.60,11281.00,No,565.00,158.00,40.00,565.00,0.00,0.00,No,10.58,3.50,133920.00,472463.00
RXX,SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXX10,ABRAHAM COWLEY UNIT,SPECIALIST HOSPITAL,10585.00,10585.00,100.00,27041.00,7073.00,7.20,4497.00,6088.00,14.00,14.00,9.00,106.00,98.00,0.00,106.00,0.00,0.00,75.00,0.00,0.00,0.00,0.00,25.00,100.00,0.00,4000.00,7850.00,146300.00,6974.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1351934.00,998123.00,0.00,0.00,0.00,0.00,0.00,0.00,423195.00,161845.00,11283.00,26196.00,4.70,17758.00,0.10,131.60,0.30,0.00,2.60,26.50,3405.00,No,277.00,31.00,9.00,277.00,0.00,0.00,No,11.61,4.00,116070.00,449434.00
RXX,SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXX20,RIDGEWOOD CENTRE,MULTI-SERVICE HOSPITAL,5623.00,5623.00,100.00,14342.00,3516.00,1.70,2544.00,3079.00,20.00,20.00,4.00,24.00,24.00,0.00,24.00,0.00,25.00,23.00,0.00,0.00,0.00,0.00,52.00,100.00,0.00,36850.00,24900.00,398800.00,46259.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,518327.00,1634712.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110898.00,3972.00,7749.00,2.40,9585.00,0.00,71.30,0.30,0.00,1.40,14.40,1838.00,No,119.00,63.00,2.00,119.00,0.00,0.00,No,13.36,4.00,26280.00,128509.00
RXX,SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXX22,FARNHAM ROAD HOSPITAL,MULTI-SERVICE HOSPITAL,6893.00,6893.00,100.00,22516.00,3658.00,2.60,3423.00,3470.00,0.00,0.00,0.00,37.00,34.00,37.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,96.00,100.00,40000.00,48500.00,6600.00,188100.00,94305.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,735604.00,2835086.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,170858.00,7010.00,16278.00,3.60,15991.00,0.10,118.70,0.30,0.00,2.30,23.60,3066.00,No,130.00,0.00,4.00,130.00,0.00,0.00,No,8.43,6.00,43800.00,121175.00
RXX,SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXX92,WEST PARK HOSPITAL,MULTI-SERVICE HOSPITAL,8080.00,8080.00,100.00,20829.00,6242.00,5.90,1674.00,6406.00,9.00,9.00,10.00,33.00,26.00,0.00,33.00,9.00,29.00,0.00,0.00,0.00,0.00,0.00,62.00,100.00,0.00,5300.00,42500.00,82200.00,25893.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,527172.00,323979.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77720.00,14708.00,32879.00,2.00,14034.00,0.10,103.80,0.30,0.00,2.10,20.70,2691.00,No,184.00,184.00,12.00,184.00,0.00,0.00,No,8.51,2.00,17520.00,49698.00
RXX,SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXXFR,ST EBBA'S,MULTI-SERVICE HOSPITAL,4021.00,4021.00,100.00,10358.00,3868.00,4.60,2815.00,1206.00,11.00,11.00,0.00,36.00,29.00,20.00,16.00,10.00,21.00,14.00,0.00,0.00,0.00,4.00,51.00,100.00,0.00,35600.00,26700.00,72200.00,39830.00,1.00,6.00,0.00,0.00,0.00,0.00,0.00,309934.00,530130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44620.00,6306.00,15967.00,1.20,6608.00,0.00,48.80,0.20,0.00,1.00,9.60,1267.00,No,84.00,84.00,5.00,84.00,0.00,0.00,No,8.51,2.00,43800.00,124246.00
RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,31662.00,29668.00,100.00,73533.00,32245.00,15.00,13656.00,12463.00,35.00,17.00,0.00,164.00,151.00,37.00,58.00,7.07,8.90,24.42,4.29,4.88,1.90,3.50,45.04,100.00,1105240.00,1118900.00,370600.00,235400.00,2265784.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1769076.00,5826027.00,3114.00,0.00,0.00,0.00,0.00,0.00,0.00,419026.00,27384.00,78692.00,2.68,40761.00,1.48,24.27,0.93,0.00,159.79,83.01,30139.00,No,794.00,254.00,41.00,543.00,0.00,0.00,No,9.90,0.00,112587.00,371389.00
RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXY03,ST MARTINS HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,16948.00,15544.00,100.00,43289.00,13793.00,12.00,3637.00,7744.00,29.00,29.00,15.92,92.00,91.00,0.00,47.00,4.15,2.65,41.41,0.00,0.00,0.00,1.44,50.35,100.00,342500.00,143000.00,73500.00,0.00,545717.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1523345.00,4484243.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,331746.00,14797.00,52356.00,0.84,19195.00,0.42,16.39,1.24,0.00,105.06,28.72,16281.00,No,265.00,1.00,7.00,257.00,0.00,0.00,No,11.55,0.00,99306.00,417127.00
RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXYD2,"DARENT HOUSE, SEVENOAKS",SHORT TERM NON-ACUTE HOSPITAL,2095.00,1991.00,100.00,5126.00,861.00,0.16,668.00,100.00,100.00,100.00,0.00,8.00,7.00,2.00,13.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,3000.00,117000.00,3500.00,0.00,120236.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,219829.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8677.00,1383.00,3694.00,0.25,1104.00,0.00,4.23,0.00,0.00,0.00,1.54,173.00,No,8.00,0.00,0.00,0.00,0.00,0.00,No,9.90,0.00,7862.00,25948.00
RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXYG4,GREENACRES (ALLINGTON),SHORT TERM NON-ACUTE HOSPITAL,12242.00,11678.00,100.00,30291.00,15779.00,4.77,4793.00,4054.00,10.00,10.00,0.00,155.00,123.00,128.00,0.00,41.40,29.40,29.20,0.00,0.00,0.00,0.00,0.00,100.00,285000.00,470000.00,303000.00,150000.00,773252.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1457984.00,3931577.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,304858.00,22089.00,46388.00,2.06,39351.00,2.55,9.65,0.76,0.00,245.31,83.88,35496.00,No,60.00,60.00,4.00,0.00,0.00,0.00,No,11.09,11.00,134685.00,501089.00
RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXYH4,"HIGHLANDS HOUSE, TUNBRIDGE WELLS",SUPPORT FACILITY,2091.00,1868.00,100.00,5028.00,803.00,1.00,165.00,1703.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,165000.00,3000.00,6000.00,0.00,168300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,148352.00,226563.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26701.00,618.00,2851.00,0.42,2878.00,0.09,2.00,1.36,0.00,13.01,4.99,2138.00,No,55.00,3.00,3.00,52.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXYT1,"THANET MENTAL HEALTH UNIT, 164 RAMSGATE ROAD, MARGATE",SPECIALIST HOSPITAL,3189.00,2983.00,100.00,7022.00,2610.00,1.20,1517.00,1049.00,87.00,87.00,14.00,31.00,30.00,0.00,58.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,89412.00,73500.00,3200.00,60000.00,140492.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,204257.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33771.00,2502.00,7778.00,0.47,6201.00,3.76,3.00,0.00,0.00,24.82,6.66,3684.00,No,34.00,14.00,0.00,20.00,0.00,0.00,No,13.18,0.00,32850.00,108761.00
RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXYTR,"TREVOR GIBBENS UNIT, MAIDSTONE",SPECIALIST HOSPITAL,11250.00,10608.00,92.00,25105.00,10941.00,7.03,3741.00,2112.00,54.00,54.00,8.00,115.00,109.00,103.00,3.00,20.00,41.00,0.00,18.00,0.00,0.00,0.00,21.00,100.00,384600.00,185000.00,45000.00,0.00,572655.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,966273.00,2220565.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182528.00,13086.00,41253.00,4.01,26472.00,1.90,6.65,2.34,0.00,150.38,25.70,20647.00,No,119.00,88.00,4.00,27.00,0.00,0.00,No,9.21,32.00,119355.00,423938.00
RY1,LIVERPOOL COMMUNITY HEALTH NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,AGGRE,AGGREGATE SITES,AGGREGATE SITE,34052.00,32217.00,54.00,0.00,18341.00,1.73,14809.00,19243.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,8.00,16.00,16.00,12.00,8.00,8.00,28.00,100.00,0.00,0.00,74505.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135998.00,573293.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140433.00,624.00,36614.00,16.00,67626.00,17.93,21.79,0.00,0.00,0.00,39.00,0.00,No,1381.00,118.00,110.00,334.00,0.00,0.73,No,0.00,0.00,0.00,0.00
RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,27800.00,27659.00,100.00,66464.00,16797.00,8.60,8750.00,10529.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.51,2.56,10.25,25.64,10.26,10.26,0.00,20.52,100.00,23849.00,15871.00,74880.00,9146.00,1875479.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1116643.00,2035780.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,624609.00,0.00,123019.00,11.95,176907.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,No,679.00,294.00,98.00,385.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,RY20N,NEWTON COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,4250.00,3829.00,100.00,10050.00,4250.00,1.21,1631.00,859.00,15.00,18.00,9.60,29.00,28.00,17.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560875.00,504975.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75979.00,0.00,16535.00,7.68,5353.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,70.00,45.00,10.00,15.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,AGGRE,AGGREGATE,AGGREGATE SITE,31032.00,30530.00,95.53,80741.00,21703.00,11.51,17238.00,13895.00,6.63,4.13,5.52,0.00,0.00,0.00,0.00,23.12,17.48,15.14,17.83,7.14,1.37,3.10,14.82,100.00,0.00,141201.00,153265.00,347481.00,200899.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2386206.00,4165100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,365933.00,16119.00,48669.00,33.35,62592.00,0.00,101.15,0.00,0.00,0.00,119.61,15153.00,No,883.00,142.00,62.00,149.00,0.00,0.12,No,0.00,0.00,0.00,0.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,RY311,COLMAN HOSPITAL,COMMUNITY HOSPITAL,4180.00,4180.00,100.00,10391.00,3796.00,2.50,3561.00,158.00,20.00,30.00,0.00,44.00,39.00,18.00,6.00,0.00,0.00,0.00,69.97,0.00,0.00,5.32,24.71,100.00,0.00,20300.00,29300.00,5598.00,9194.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340273.00,1063585.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60219.00,4712.00,12737.00,16.05,19825.00,0.00,26.26,0.00,0.00,0.00,10.09,2387.00,No,74.00,15.00,3.00,15.00,0.00,0.00,No,7.94,21.00,60028.00,142300.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,RY312,NORWICH COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,14034.00,12028.00,100.00,26929.00,10930.00,5.26,5822.00,6852.00,10.00,15.00,37.00,48.00,45.00,12.00,0.00,22.00,0.00,1.00,22.00,26.00,3.00,0.00,26.00,100.00,618300.00,620652.00,269550.00,173552.00,1242362.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1677661.00,3924309.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,253224.00,7500.00,20195.00,20.71,27410.00,0.00,69.02,0.00,0.00,0.00,42.55,3514.00,Yes,500.00,50.00,20.00,50.00,0.00,0.00,No,7.94,9.00,62600.00,152783.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,RY319,DEREHAM HOSPITAL,COMMUNITY HOSPITAL,4502.00,4402.00,100.00,8446.00,3899.00,5.86,2251.00,1386.00,0.00,0.00,26.00,25.00,23.00,0.00,5.00,0.00,0.00,0.00,36.00,0.00,0.00,2.00,62.00,100.00,0.00,12400.00,284886.00,79350.00,116649.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,219620.00,1250998.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55832.00,8076.00,10894.00,5.35,6961.00,0.00,10.65,0.00,0.00,0.00,9.28,1289.00,No,82.00,15.00,2.00,15.00,0.00,0.00,No,7.94,5.00,31795.00,70035.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,RY332,NORTH WALSHAM & DISTRICT WAR MEMORIAL HOSPITAL,COMMUNITY HOSPITAL,2127.00,2127.00,100.00,5318.00,2127.00,1.68,2035.00,92.00,0.00,0.00,0.00,23.00,21.00,8.00,0.00,49.00,51.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,350.00,1500.00,0.00,97.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,242038.00,477775.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36027.00,2022.00,4566.00,5.35,6025.00,0.00,8.09,0.00,0.00,0.00,1.71,503.00,No,60.00,0.00,4.00,0.00,0.00,0.00,No,7.94,14.00,35470.00,66837.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,RY335,KELLING HOSPITAL,COMMUNITY HOSPITAL,4886.00,4196.00,100.00,10753.00,4446.00,8.50,1725.00,2082.00,5.00,0.00,35.00,25.00,22.00,10.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,7200.00,258520.00,3700.00,10362.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307715.00,973603.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56660.00,3087.00,8198.00,3.96,5081.00,0.00,6.99,0.00,0.00,0.00,4.69,806.00,No,170.00,45.00,5.00,40.00,0.00,0.00,No,7.94,8.00,41287.00,79008.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,RY33E,SWAFFHAM COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,1514.00,1514.00,100.00,3796.00,1072.00,0.43,1282.00,81.00,0.00,0.00,0.00,18.00,16.00,0.00,2.00,0.00,3.00,48.00,0.00,0.00,0.00,0.00,49.00,100.00,0.00,0.00,4735.00,2785.00,180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139859.00,375217.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25242.00,1650.00,4484.00,4.73,6083.00,0.00,7.05,0.00,0.00,0.00,1.49,560.00,No,19.00,5.00,1.00,4.00,0.00,0.00,No,7.94,18.00,20341.00,62609.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,RY386,OGDEN COURT,COMMUNITY HOSPITAL,1192.00,1192.00,100.00,2595.00,1092.00,0.25,1092.00,100.00,0.00,0.00,0.00,21.00,19.00,21.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,150.00,235.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111678.00,307714.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20399.00,965.00,2205.00,6.36,5799.00,0.00,5.60,0.00,0.00,0.00,3.87,380.00,No,24.00,5.00,2.00,5.00,0.00,0.00,No,7.94,13.00,27438.00,65005.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,RY387,CRANMER HPUSE,COMMUNITY HOSPITAL,614.00,614.00,100.00,1442.00,614.00,0.50,430.00,184.00,0.00,0.00,10.00,13.00,12.00,13.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1600.00,107.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57525.00,158504.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10508.00,497.00,1135.00,1.66,1662.00,0.00,0.34,0.00,0.00,0.00,0.03,38.00,No,20.00,0.00,2.00,1.00,0.00,0.00,No,4.40,0.00,17520.00,89124.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,RY390,BENJAMIN COURT,COMMUNITY HOSPITAL,1398.00,1398.00,100.00,3600.00,1398.00,1.67,798.00,600.00,0.00,0.00,2.00,18.00,17.00,18.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,500.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130978.00,360893.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23925.00,1132.00,2586.00,5.04,5513.00,0.00,8.92,0.00,0.00,0.00,4.32,635.00,No,48.00,5.00,2.00,5.00,0.00,0.00,No,7.94,5.00,26888.00,60724.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,1828.00,1828.00,100.00,5484.00,2125.00,1.83,1367.00,461.00,6.20,4.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,39.00,0.00,31.00,100.00,0.00,0.00,14500.00,45600.00,60100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133944.00,298017.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42620.00,4317.00,10792.00,2.97,36789.00,0.00,3.40,0.00,0.00,0.00,1.78,1348.00,None,47.00,47.00,10.00,18.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,RY402,POTTERS BAR COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,3411.00,3411.00,100.00,10233.00,1661.00,0.69,1629.00,1284.00,0.00,0.00,0.00,29.00,27.00,8.00,15.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,16281.00,16281.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,403067.00,903765.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73654.00,2038.00,5097.00,12.65,10982.00,0.00,4.64,0.00,0.00,0.00,2.67,692.00,None,41.00,41.00,4.00,41.00,0.00,0.00,No,8.86,9.00,9024.00,67890.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,RY405,GOSSOMS END ELDERLY CARE UNIT,COMMUNITY HOSPITAL,2257.00,2257.00,100.00,6771.00,1414.00,0.34,924.00,737.00,0.00,0.00,0.00,20.00,18.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,18582.00,18582.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,214042.00,610020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41620.00,1795.00,4489.00,12.60,12323.00,0.00,2.60,0.00,0.00,0.00,2.13,1064.00,None,39.00,39.00,2.00,39.00,0.00,0.00,None,7.80,4.00,13140.00,62348.00
